,Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3
19375,5/15/2017 13:10,21.01,69.93,4.92,914.0,199.3,35290.22951,21440.24768,19909.31174
19376,5/15/2017 13:20,20.65,71.0,4.921,891.0,199.8,35328.0,21310.21672,19792.71255
19377,5/15/2017 13:30,20.37,72.2,4.918,884.0,295.7,35139.14754,21403.09598,19798.54251
19378,5/15/2017 13:40,20.38,71.7,4.922,986.0,327.6,35302.81967,21351.08359,19757.73279
19379,5/15/2017 13:50,20.44,71.5,4.92,1030.0,266.6,35554.62295,21336.22291,19827.69231
19380,5/15/2017 14:00,20.48,70.5,4.919,889.0,219.5,35378.36066,21377.08978,19833.52227
19381,5/15/2017 14:10,20.72,69.66,4.922,916.0,171.6,35390.95082,21547.98762,19722.75304
19382,5/15/2017 14:20,20.8,69.33,4.92,874.0,139.7,35315.40984,21406.81115,19518.70445
19383,5/15/2017 14:30,20.84,68.76,4.923,855.0,112.5,35088.78689,21622.29102,19431.25506
19384,5/15/2017 14:40,20.72,68.89,4.917,850.0,145.5,35277.63934,21414.24149,19168.90688
19385,5/15/2017 14:50,20.79,69.33,4.921,838.0,170.4,34950.29508,21492.26006,19058.13765
19386,5/15/2017 15:00,20.94,68.1,4.923,807.0,259.9,34308.19672,22049.5356,17991.25506
19387,5/15/2017 15:10,21.14,67.6,4.931,795.0,435.9,34119.34426,23134.36533,17507.36842
19388,5/15/2017 15:20,21.17,67.63,4.926,781.0,629.5,34220.06557,23074.9226,17577.32794
19389,5/15/2017 15:30,21.35,66.0,4.917,764.0,731.0,34345.96721,22996.90402,17297.48988
19390,5/15/2017 15:40,21.29,67.09,4.922,746.0,762.0,34094.16393,22878.01858,17099.27126
19391,5/15/2017 15:50,21.19,66.79,4.917,719.0,749.0,33880.13115,22491.64087,17140.08097
19392,5/15/2017 16:00,21.36,65.96,4.923,696.4,729.0,33552.78689,22186.9969,17297.48988
19393,5/15/2017 16:10,21.4,63.72,4.92,669.3,701.0,33502.42623,21819.19505,17186.72065
19394,5/15/2017 16:20,21.43,64.16,4.917,642.4,675.3,33552.78689,21826.62539,17029.31174
19395,5/15/2017 16:30,21.54,63.75,4.918,616.5,649.6,33603.14754,21685.44892,17005.9919
19396,5/15/2017 16:40,21.51,64.39,4.921,589.9,623.5,33515.01639,21391.95046,16982.67206
19397,5/15/2017 16:50,21.68,63.82,4.922,560.9,593.9,33187.67213,20871.82663,17227.53036
19407,5/15/2017 18:30,20.89,71.2,4.921,246.7,267.5,34597.77049,21016.71827,17822.18623
19408,5/15/2017 18:40,20.88,71.1,4.925,213.3,232.0,34811.80328,21481.11455,18346.88259
19409,5/15/2017 18:50,20.7,70.4,4.921,182.3,199.1,35667.93443,21752.32198,19151.417
19410,5/15/2017 19:00,20.68,70.4,4.924,153.9,168.9,37266.88525,22365.32508,20661.37652
19411,5/15/2017 19:10,20.64,70.4,4.924,125.9,138.7,39444.98361,23825.387,22865.10121
19412,5/15/2017 19:20,20.53,71.6,4.92,100.3,110.6,42265.18033,25003.09598,25045.50607
19413,5/15/2017 19:30,20.26,74.0,4.92,76.8,84.4,45425.31148,26834.67492,25785.91093
19414,5/15/2017 19:40,19.97,76.1,4.922,54.64,59.58,46155.54098,27429.10217,26194.0081
19415,5/15/2017 19:50,19.74,78.0,4.922,33.13,34.79,46583.60656,27588.85449,26357.24696
19416,5/15/2017 20:00,19.53,79.5,4.92,14.71,13.41,46671.7377,27451.39319,26211.49798
19417,5/15/2017 20:10,19.37,80.8,4.928,7.31,6.612,46910.95082,27466.25387,26298.94737
19418,5/15/2017 20:20,19.25,81.8,4.919,2.798,2.517,46923.54098,27399.3808,26345.58704
19419,5/15/2017 20:30,19.12,82.2,4.923,0.647,0.652,46696.91803,27369.65944,26468.01619
19420,5/15/2017 20:40,19.04,83.1,4.923,0.132,0.096,46432.52459,27120.74303,26310.60729
19421,5/15/2017 20:50,18.94,83.6,4.921,0.051,0.122,45941.5082,27135.60372,26275.62753
19422,5/15/2017 21:00,18.89,84.0,4.922,0.066,0.119,45337.18033,26886.68731,26118.21862
19423,5/15/2017 21:10,18.84,84.6,4.921,0.051,0.13,45085.37705,26641.48607,26176.51822
19424,5/15/2017 21:20,18.79,84.8,4.922,0.059,0.096,44556.59016,26790.09288,25920.0
19425,5/15/2017 21:30,18.72,85.0,4.916,0.033,0.126,44204.06557,26563.46749,25785.91093
19426,5/15/2017 21:40,18.66,85.1,4.917,0.066,0.078,43939.67213,26236.53251,25873.36032
19427,5/15/2017 21:50,18.63,85.1,4.921,0.062,0.089,43121.31148,25824.14861,25844.21053
19428,5/15/2017 22:00,18.54,85.3,4.917,0.088,0.13,42290.36066,25556.65635,25517.73279
19429,5/15/2017 22:10,18.48,85.6,4.92,0.048,0.104,41157.2459,25136.84211,24777.32794
19430,5/15/2017 22:20,18.45,85.7,4.922,0.051,0.107,39986.36066,24527.55418,24124.37247
19431,5/15/2017 22:30,18.46,85.7,4.92,0.055,0.126,38651.80328,23747.36842,23553.03644
19432,5/15/2017 22:40,18.45,85.7,4.919,0.055,0.104,37808.2623,23394.42724,23086.63968
19433,5/15/2017 22:50,18.36,85.9,4.921,0.051,0.156,36939.54098,22725.69659,22480.32389
19434,5/15/2017 23:00,18.31,86.2,4.922,0.066,0.141,35856.78689,22056.96594,21757.40891
19435,5/15/2017 23:10,18.23,86.3,4.919,0.044,0.111,34673.31148,21637.1517,21075.30364
19436,5/15/2017 23:20,18.13,86.5,4.918,0.062,0.126,33792.0,21365.94427,20544.77733
19501,5/16/2017 10:10,20.05,69.24,4.922,702.0,706.0,34207.47541,22004.95356,16428.82591
19502,5/16/2017 10:20,19.96,69.47,4.928,725.0,729.0,34358.55738,22487.9257,16662.02429
19503,5/16/2017 10:30,20.03,70.0,4.925,748.0,741.0,34673.31148,22621.67183,16697.00405
19504,5/16/2017 10:40,20.16,69.74,4.923,769.0,741.0,35088.78689,22421.05263,16877.73279
19505,5/16/2017 10:50,20.14,69.6,4.926,789.0,718.0,35655.34426,22703.40557,17005.9919
19506,5/16/2017 11:00,20.22,68.76,4.923,806.0,599.2,35504.2623,22658.82353,17122.59109
19507,5/16/2017 11:10,20.24,68.5,4.924,825.0,380.2,35756.06557,23078.63777,17361.61943
19508,5/16/2017 11:20,20.36,68.5,4.924,839.0,192.8,35907.14754,22915.17028,17472.38866
19509,5/16/2017 11:30,20.59,67.93,4.919,856.0,119.5,36322.62295,23271.82663,17583.15789
19510,5/16/2017 11:40,20.8,66.57,4.926,868.0,85.3,36712.91803,23182.66254,17752.22672
19511,5/16/2017 11:50,20.62,67.53,4.928,877.0,76.5,36725.5082,23216.09907,17979.59514
19512,5/16/2017 12:00,20.77,67.47,4.927,885.0,69.16,36423.34426,23015.47988,18230.2834
19513,5/16/2017 12:10,20.7,66.83,4.925,893.0,66.03,36133.77049,22733.12693,18043.7247
19514,5/16/2017 12:20,20.73,67.77,4.928,903.0,63.56,36133.77049,22707.12074,18125.34413
19515,5/16/2017 12:30,20.83,67.47,4.925,910.0,62.11,36272.2623,22863.15789,18288.583
19516,5/16/2017 12:40,21.07,67.0,4.925,915.0,60.1,35819.01639,22848.29721,18294.41296
19517,5/16/2017 12:50,20.93,66.9,4.926,914.0,58.08,35554.62295,22647.67802,18346.88259
19518,5/16/2017 13:00,21.12,67.37,4.924,915.0,57.08,36033.04918,22692.26006,18411.01215
19519,5/16/2017 13:10,20.93,66.4,4.927,914.0,56.9,36511.47541,22800.0,18515.95142
19520,5/16/2017 13:20,21.05,67.4,4.923,914.0,56.71,36133.77049,22773.99381,18440.16194
19521,5/16/2017 13:30,21.23,65.77,4.921,910.0,59.97,35781.2459,22647.67802,18620.89069
19522,5/16/2017 13:40,21.31,65.6,4.923,903.0,62.8,35806.42623,22885.44892,18300.24291
19523,5/16/2017 13:50,21.2,65.47,4.92,897.0,65.83,35642.7541,22996.90402,18102.02429
19524,5/16/2017 14:00,21.08,66.97,4.921,889.0,70.7,35542.03279,22878.01858,18002.91498
19525,5/16/2017 14:10,20.99,66.3,4.918,879.0,78.0,35315.40984,23167.80186,17956.2753
19526,5/16/2017 14:20,21.37,66.87,4.921,867.0,91.1,35290.22951,23015.47988,17816.35628
19527,5/16/2017 14:30,21.4,67.47,4.923,860.0,115.6,35252.45902,22703.40557,17670.60729
19528,5/16/2017 14:40,21.16,67.57,4.921,848.0,155.0,35013.2459,22747.98762,17396.59919
19529,5/16/2017 14:50,21.11,68.84,4.926,830.0,252.2,34610.36066,22565.94427,17303.31984
19530,5/16/2017 15:00,21.2,68.17,4.918,817.0,429.1,34585.18033,22703.40557,17280.0
19531,5/16/2017 15:10,21.22,67.77,4.923,784.0,584.6,34698.4918,22502.78638,17157.57085
19532,5/16/2017 15:20,21.32,65.83,4.925,729.0,658.4,34597.77049,22539.93808,17128.42105
19533,5/16/2017 15:30,21.21,66.46,4.924,615.9,591.0,33552.78689,22198.14241,17110.93117
19534,5/16/2017 15:40,21.1,67.73,4.919,682.1,683.1,34396.32787,21990.09288,17134.25101
19535,5/16/2017 15:50,21.18,66.83,4.919,740.0,748.0,34144.52459,21726.31579,17070.12146
19536,5/16/2017 16:00,21.16,67.16,4.919,678.1,685.9,33376.52459,21678.01858,16965.18219
19537,5/16/2017 16:10,21.07,67.63,4.919,665.5,678.6,33074.36066,21440.24768,17000.16194
19538,5/16/2017 16:20,21.04,67.93,4.918,632.3,643.3,33540.19672,21440.24768,17017.65182
19539,5/16/2017 16:30,21.16,67.29,4.921,619.2,629.1,33678.68852,21373.37461,17005.9919
19540,5/16/2017 16:40,21.08,67.19,4.92,584.8,595.2,33867.54098,21391.95046,17046.80162
19541,5/16/2017 16:50,21.12,66.49,4.928,501.6,518.5,33754.22951,21224.7678,16982.67206
19548,5/16/2017 18:00,20.64,66.69,4.925,303.4,307.2,34270.42623,21039.00929,17559.83806
19549,5/16/2017 18:10,20.84,65.75,4.923,265.4,266.1,34383.7377,21243.34365,17676.43725
19550,5/16/2017 18:20,20.87,63.89,4.921,197.2,191.9,34685.90164,21291.64087,17664.77733
19551,5/16/2017 18:30,20.77,65.59,4.92,195.5,192.6,35000.65574,21785.75851,17985.4251
19552,5/16/2017 18:40,20.65,64.59,4.926,175.4,173.1,35328.0,22008.66873,18451.82186
19553,5/16/2017 18:50,20.69,65.49,4.919,140.0,135.2,35844.19672,22343.03406,18988.17814
19554,5/16/2017 19:00,20.46,65.79,4.924,117.6,113.5,36914.36066,22614.24149,20130.8502
19555,5/16/2017 19:10,20.56,64.59,4.924,100.7,97.9,38815.47541,23357.27554,22299.59514
19556,5/16/2017 19:20,20.71,62.25,4.916,68.51,68.35,41774.16393,24939.93808,24310.93117
19557,5/16/2017 19:30,20.6,64.35,4.917,51.51,50.2,44732.85246,26760.37152,25710.12146
19558,5/16/2017 19:40,20.28,65.55,4.919,36.4,33.69,45752.65574,27469.96904,26153.19838
19559,5/16/2017 19:50,20.22,64.75,4.919,22.89,20.94,46205.90164,27934.36533,26438.8664
19560,5/16/2017 20:00,20.1,65.52,4.928,11.74,10.54,46533.2459,28146.13003,26526.31579
19561,5/16/2017 20:10,20.01,65.09,4.923,5.344,4.763,46709.5082,28123.83901,26602.10526
19562,5/16/2017 20:20,19.84,65.05,4.918,1.664,1.542,46608.78689,28123.83901,26602.10526
19563,5/16/2017 20:30,19.76,65.82,4.926,0.406,0.363,46294.03279,27741.17647,26479.67611
19564,5/16/2017 20:40,19.67,66.08,4.92,0.124,0.082,46193.31148,27518.26625,26491.33603
19565,5/16/2017 20:50,19.59,67.69,4.922,0.088,0.1,45714.88525,27120.74303,26537.97571
19566,5/16/2017 21:00,19.51,68.09,4.919,0.077,0.044,45110.55738,26990.71207,26473.84615
19567,5/16/2017 21:10,19.46,70.1,4.924,0.08,0.07,44972.06557,27001.85759,26129.87854
19568,5/16/2017 21:20,19.34,71.1,4.923,0.088,0.063,44758.03279,26968.42105,26129.87854
19569,5/16/2017 21:30,19.26,71.3,4.921,0.048,0.096,44141.11475,26838.39009,25885.02024
19570,5/16/2017 21:40,19.23,72.1,4.924,0.08,0.063,43385.70492,26247.67802,25844.21053
19571,5/16/2017 21:50,19.17,72.5,4.926,0.066,0.074,43070.95082,26002.47678,25651.82186
19572,5/16/2017 22:00,19.19,72.6,4.918,0.055,0.137,42441.44262,25905.88235,25447.77328
19573,5/16/2017 22:10,19.27,73.1,4.918,0.062,0.126,41736.39344,25274.30341,25062.99595
19574,5/16/2017 22:20,19.29,74.7,4.922,0.066,0.078,40427.01639,24776.47059,24415.87045
19575,5/16/2017 22:30,19.14,75.0,4.92,0.066,0.096,39608.65574,24464.39628,23937.81377
19576,5/16/2017 22:40,19.08,75.6,4.92,0.051,0.126,38651.80328,23817.95666,23261.53846
19577,5/16/2017 22:50,19.12,77.6,4.922,0.059,0.089,37329.83607,23071.20743,22538.62348
19578,5/16/2017 23:00,19.0,79.5,4.916,0.055,0.122,35944.91803,22227.86378,21833.19838
19579,5/16/2017 23:10,18.84,80.0,4.916,0.048,0.085,34774.03279,21718.88545,21355.1417
19580,5/16/2017 23:20,18.78,80.3,4.916,0.055,0.096,33615.7377,21224.7678,20708.01619
19645,5/17/2017 10:10,20.16,75.6,4.919,645.4,601.4,33389.11475,22878.01858,16527.93522
19651,5/17/2017 11:10,20.94,68.84,4.922,768.0,497.3,36964.72131,21808.04954,17285.82996
19652,5/17/2017 11:20,21.0,68.3,4.925,789.0,369.2,37556.45902,22053.25077,17588.98785
19653,5/17/2017 11:30,21.17,67.33,4.923,800.0,309.3,37065.44262,22874.30341,17548.17814
19654,5/17/2017 11:40,21.17,67.57,4.926,806.0,273.1,36561.83607,23439.00929,17588.98785
19655,5/17/2017 11:50,21.22,67.43,4.927,811.0,265.5,36687.7377,23230.95975,18125.34413
19656,5/17/2017 12:00,21.41,67.23,4.923,814.0,265.0,36310.03279,23223.52941,18346.88259
19657,5/17/2017 12:10,21.46,66.97,4.924,828.0,266.2,36423.34426,23193.80805,18539.27126
19658,5/17/2017 12:20,21.18,68.27,4.92,837.0,265.4,36599.60656,23152.94118,18720.0
19659,5/17/2017 12:30,21.49,67.97,4.927,841.0,263.6,36826.22951,23052.63158,18801.61943
19660,5/17/2017 12:40,21.43,68.03,4.932,867.0,283.5,36561.83607,22959.75232,19034.81781
19661,5/17/2017 12:50,21.44,68.3,4.926,842.0,287.0,36335.21311,22796.28483,18842.42915
19662,5/17/2017 13:00,21.47,67.0,4.921,875.0,287.9,36587.01639,23197.52322,18685.02024
19663,5/17/2017 13:10,21.5,67.6,4.921,857.0,272.6,36599.60656,23290.40248,18650.04049
19664,5/17/2017 13:20,21.32,67.23,4.919,851.0,281.5,36435.93443,23212.3839,18754.97976
19665,5/17/2017 13:30,21.35,66.9,4.921,771.0,293.0,36121.18033,23175.2322,18737.48988
19666,5/17/2017 13:40,21.29,66.73,4.924,692.8,308.5,35995.27869,23286.68731,18504.2915
19667,5/17/2017 13:50,21.49,66.27,4.918,660.2,319.2,35655.34426,22993.18885,18212.79352
19668,5/17/2017 14:00,21.53,66.83,4.921,847.0,337.3,35479.08197,23060.06192,17967.93522
19669,5/17/2017 14:10,21.6,65.9,4.924,841.0,304.2,35290.22951,22974.613,17956.2753
19670,5/17/2017 14:20,21.47,66.7,4.918,816.0,294.1,35277.63934,22878.01858,17845.50607
19671,5/17/2017 14:30,21.68,66.7,4.918,802.0,294.6,35340.59016,23078.63777,17740.5668
19672,5/17/2017 14:40,21.7,65.9,4.919,780.0,313.9,35013.2459,23175.2322,17822.18623
19673,5/17/2017 14:50,21.82,65.93,4.917,763.0,378.1,34648.13115,22837.1517,17682.26721
19674,5/17/2017 15:00,21.67,65.7,4.92,752.0,497.9,34748.85246,22707.12074,17763.88664
19675,5/17/2017 15:10,21.73,66.07,4.918,737.0,599.6,34597.77049,22528.79257,17641.45749
19676,5/17/2017 15:20,21.73,66.1,4.913,692.1,610.5,34408.91803,22220.43344,17495.7085
19677,5/17/2017 15:30,21.54,66.5,4.921,423.2,368.1,34396.32787,22149.8452,17513.19838
19678,5/17/2017 15:40,21.35,67.17,4.918,611.0,549.4,34220.06557,22008.66873,17437.40891
19679,5/17/2017 15:50,21.53,67.0,4.918,624.1,580.0,33854.95082,22112.6935,17419.91903
19680,5/17/2017 16:00,21.51,67.6,4.919,618.1,580.2,33389.11475,21930.65015,17495.7085
19681,5/17/2017 16:10,21.31,67.83,4.923,498.9,458.7,33149.90164,21912.0743,17454.89879
19682,5/17/2017 16:20,21.47,67.3,4.929,357.0,318.9,33036.59016,21659.44272,17408.25911
19683,5/17/2017 16:30,21.18,68.13,4.92,390.5,347.6,33024.0,21685.44892,17425.74899
19684,5/17/2017 16:40,21.11,68.63,4.916,289.2,250.8,33011.40984,21395.66563,17314.97976
19685,5/17/2017 16:50,21.0,69.46,4.918,235.8,214.1,32747.01639,21399.3808,17285.82996
19686,5/17/2017 17:00,20.8,71.0,4.921,436.2,401.2,32784.78689,20983.28173,17314.97976
19687,5/17/2017 17:10,20.96,70.9,4.92,507.8,485.6,32961.04918,20916.40867,17419.91903
19689,5/17/2017 17:30,20.78,72.1,4.916,375.2,364.5,33112.13115,20886.68731,17408.25911
19690,5/17/2017 17:40,20.78,71.7,4.918,340.2,331.1,33426.88525,21031.57895,17402.42915
19691,5/17/2017 17:50,20.76,71.6,4.92,308.9,300.6,33590.55738,21198.76161,17507.36842
19692,5/17/2017 18:00,20.61,72.4,4.921,280.8,273.2,33817.18033,21328.79257,17623.96761
19693,5/17/2017 18:10,20.57,72.4,4.919,254.7,248.2,34081.57377,21484.82972,17676.43725
19694,5/17/2017 18:20,20.37,73.1,4.916,226.6,220.7,34484.45902,21663.15789,17670.60729
19695,5/17/2017 18:30,20.41,73.2,4.918,193.0,186.8,34572.59016,21559.13313,17857.16599
19696,5/17/2017 18:40,20.3,73.8,4.918,158.0,151.8,35000.65574,21882.35294,18335.22267
19697,5/17/2017 18:50,20.18,74.4,4.918,102.2,95.1,35856.78689,22565.94427,19378.78543
19698,5/17/2017 19:00,20.08,75.1,4.924,86.6,81.5,37317.2459,23100.92879,20521.45749
19699,5/17/2017 19:10,19.99,75.3,4.919,84.3,82.3,38903.60656,24115.17028,22241.29555
19700,5/17/2017 19:20,19.91,76.0,4.918,84.0,78.2,41371.27869,24936.22291,24305.10121
19701,5/17/2017 19:30,19.79,76.4,4.919,73.6,65.59,44632.13115,26875.5418,25774.25101
19702,5/17/2017 19:40,19.68,77.2,4.919,50.39,45.5,45576.39344,27596.28483,26153.19838
19703,5/17/2017 19:50,19.59,77.7,4.919,30.72,27.05,46331.80328,27678.01858,26415.54656
19704,5/17/2017 20:00,19.54,77.9,4.919,14.76,12.72,46860.59016,27525.69659,26421.37652
19705,5/17/2017 20:10,19.38,78.8,4.918,5.051,4.411,46910.95082,27759.75232,26427.20648
19706,5/17/2017 20:20,19.37,78.8,4.924,1.481,1.308,46344.39344,27659.44272,26456.35628
19707,5/17/2017 20:30,19.37,79.0,4.921,0.391,0.352,45865.96721,27440.24768,26194.0081
19708,5/17/2017 20:40,19.35,79.3,4.923,0.113,0.104,45714.88525,27198.76161,26094.89879
19709,5/17/2017 20:50,19.29,79.4,4.923,0.059,0.133,45966.68852,27232.19814,26398.05668
19710,5/17/2017 21:00,19.25,79.5,4.918,0.091,0.093,46042.22951,27165.32508,26543.80567
19711,5/17/2017 21:10,19.04,80.2,4.922,0.066,0.115,45639.34426,27154.17957,26403.88664
19712,5/17/2017 21:20,18.95,80.7,4.922,0.029,0.152,44984.65574,26682.35294,26246.47773
19713,5/17/2017 21:30,18.92,80.9,4.917,0.055,0.13,44405.5082,26466.87307,25960.80972
19714,5/17/2017 21:40,18.9,81.2,4.916,0.055,0.093,43624.91803,26151.08359,25960.80972
19715,5/17/2017 21:50,18.9,81.3,4.923,0.062,0.122,43247.21311,25824.14861,25651.82186
19716,5/17/2017 22:00,18.61,81.7,4.918,0.077,0.096,42705.83607,25642.10526,25605.18219
19717,5/17/2017 22:10,18.44,82.0,4.919,0.055,0.096,41686.03279,24757.89474,24911.417
19718,5/17/2017 22:20,18.29,82.5,4.922,0.059,0.126,40817.31148,24553.56037,24497.48988
19719,5/17/2017 22:30,18.19,82.7,4.92,0.066,0.063,39520.52459,24085.44892,24048.583
19720,5/17/2017 22:40,18.1,83.0,4.921,0.066,0.126,38462.95082,23520.74303,23523.88664
19721,5/17/2017 22:50,18.13,83.6,4.924,0.091,0.115,37128.39344,22881.73375,22917.57085
19722,5/17/2017 23:00,18.08,83.4,4.914,0.066,0.089,35982.68852,22220.43344,22159.67611
19723,5/17/2017 23:10,17.81,83.8,4.918,0.069,0.119,35101.37705,21432.81734,21699.10931
19724,5/17/2017 23:20,17.63,84.3,4.92,0.08,0.089,34144.52459,21183.90093,21209.39271
19787,5/18/2017 9:50,22.52,57.29,4.921,634.1,625.7,33200.2623,22580.80495,16539.59514
19788,5/18/2017 10:00,22.92,55.79,4.916,660.8,653.6,33389.11475,22922.60062,16743.64372
19789,5/18/2017 10:10,23.41,53.85,4.922,688.1,683.3,33892.72131,23379.56656,17064.2915
19790,5/18/2017 10:20,23.89,51.58,4.917,708.0,704.0,33968.2623,23531.88854,17297.48988
19791,5/18/2017 10:30,24.08,50.35,4.921,729.0,722.0,34232.65574,23557.89474,17437.40891
19792,5/18/2017 10:40,24.36,47.25,4.922,749.0,736.0,34459.27869,23747.36842,17437.40891
19793,5/18/2017 10:50,24.79,45.04,4.922,770.0,742.0,34962.88525,23810.52632,17583.15789
19794,5/18/2017 11:00,24.89,43.94,4.919,786.0,705.0,35277.63934,23992.56966,17717.24696
19795,5/18/2017 11:10,24.66,44.98,4.922,804.0,568.3,36045.63934,24104.02477,18137.00405
19796,5/18/2017 11:20,24.91,45.45,4.919,818.0,363.3,36221.90164,24163.46749,18195.30364
19797,5/18/2017 11:30,25.09,44.54,4.922,830.0,199.7,36033.04918,24326.93498,18306.07287
19798,5/18/2017 11:40,25.17,44.24,4.928,845.0,107.5,36372.98361,24479.25697,18527.61134
19799,5/18/2017 11:50,25.32,43.58,4.925,856.0,105.6,36473.70492,24078.01858,18393.52227
19800,5/18/2017 12:00,25.38,42.41,4.92,868.0,102.6,36058.22951,23825.387,18416.84211
19801,5/18/2017 12:10,25.91,40.64,4.919,877.0,100.9,36033.04918,23962.8483,18434.33198
19802,5/18/2017 12:20,26.22,39.94,4.923,882.0,99.1,36284.85246,23762.2291,18562.59109
19803,5/18/2017 12:30,26.37,39.74,4.918,889.0,100.2,36108.59016,23866.25387,18673.36032
19804,5/18/2017 12:40,26.46,38.71,4.92,897.0,99.3,36020.45902,23606.19195,18679.19028
19805,5/18/2017 12:50,26.24,39.17,4.918,901.0,98.1,35655.34426,23483.59133,18702.51012
19806,5/18/2017 13:00,26.76,37.64,4.916,899.0,97.2,35491.67213,23780.80495,18609.23077
19807,5/18/2017 13:10,27.36,37.14,4.917,899.0,95.3,35529.44262,23996.28483,18568.42105
19808,5/18/2017 13:20,27.36,36.64,4.92,900.0,92.3,36045.63934,23245.82043,18556.76113
19809,5/18/2017 13:30,27.45,36.64,4.919,896.0,90.7,36360.39344,23130.65015,18597.57085
19810,5/18/2017 13:40,27.46,36.97,4.922,893.0,90.8,36347.80328,23450.1548,18341.05263
19811,5/18/2017 13:50,27.36,36.13,4.917,887.0,90.7,36083.40984,23401.85759,18335.22267
19812,5/18/2017 14:00,27.49,35.9,4.917,884.0,91.0,35970.09836,23268.11146,18271.09312
19813,5/18/2017 14:10,27.46,35.93,4.918,870.0,94.8,35642.7541,23279.25697,18323.56275
19814,5/18/2017 14:20,28.02,35.43,4.919,855.0,97.0,35592.39344,23468.73065,18107.85425
19815,5/18/2017 14:30,27.98,35.7,4.918,843.0,97.3,35151.7377,23238.39009,18002.91498
19816,5/18/2017 14:40,27.57,35.0,4.919,831.0,97.7,35038.42623,23312.6935,18002.91498
19817,5/18/2017 14:50,27.57,35.1,4.919,822.0,96.8,35139.14754,23056.34675,18049.55466
19818,5/18/2017 15:00,27.46,35.8,4.921,799.0,98.3,34459.27869,23026.62539,17938.78543
19819,5/18/2017 15:10,27.47,36.23,4.923,782.0,99.0,34358.55738,23193.80805,17857.16599
19820,5/18/2017 15:20,27.49,37.23,4.921,759.0,99.3,34333.37705,22926.31579,17752.22672
19821,5/18/2017 15:30,27.3,37.23,4.919,739.0,98.9,34270.42623,22487.9257,17618.13765
19822,5/18/2017 15:40,27.46,37.7,4.922,718.0,99.4,34295.60656,22372.75542,17612.30769
19823,5/18/2017 15:50,27.12,38.7,4.919,695.0,97.8,33892.72131,21904.64396,17763.88664
19824,5/18/2017 16:00,26.95,42.5,4.923,666.5,98.7,33376.52459,21629.72136,17728.90688
19825,5/18/2017 16:10,26.74,45.04,4.922,644.0,98.8,33439.47541,21481.11455,17804.69636
19826,5/18/2017 16:20,26.54,47.4,4.914,620.7,98.1,33640.91803,21499.6904,17793.03644
19827,5/18/2017 16:30,26.04,49.64,4.919,592.7,96.6,33452.06557,21689.16409,17338.2996
19828,5/18/2017 16:40,25.71,50.41,4.917,566.6,93.4,33489.83607,21347.36842,17192.55061
19829,5/18/2017 16:50,25.61,51.3,4.917,536.9,92.0,33439.47541,21473.68421,17268.34008
19830,5/18/2017 17:00,25.31,52.64,4.922,507.7,91.1,33540.19672,21258.20433,17233.36032
19831,5/18/2017 17:10,25.16,52.77,4.919,479.7,89.4,33338.7541,20938.69969,17320.80972
19832,5/18/2017 17:20,25.21,52.74,4.919,448.8,88.6,33452.06557,20927.55418,17338.2996
19833,5/18/2017 17:30,24.96,53.61,4.92,420.3,87.2,33729.04918,21187.6161,17175.06073
19834,5/18/2017 17:40,24.53,55.04,4.919,390.0,85.6,33729.04918,20953.56037,17349.95951
19835,5/18/2017 17:50,24.26,55.11,4.918,354.3,84.2,33212.85246,21347.36842,17489.87854
19836,5/18/2017 18:00,24.19,55.27,4.917,326.7,87.9,33540.19672,21209.90712,17664.77733
19837,5/18/2017 18:10,23.99,55.91,4.919,293.3,119.6,33930.4918,21221.05263,17623.96761
19838,5/18/2017 18:20,23.68,57.14,4.921,259.3,182.7,34408.91803,21544.27245,17886.31579
19839,5/18/2017 18:30,23.37,58.74,4.921,232.2,218.4,34421.5082,21447.67802,17915.46559
19840,5/18/2017 18:40,23.04,59.61,4.917,205.5,125.1,34862.16393,21648.29721,18224.45344
19841,5/18/2017 18:50,22.7,60.61,4.922,173.1,98.0,35164.32787,22343.03406,18918.21862
19842,5/18/2017 19:00,22.35,61.91,4.925,143.7,126.4,35907.14754,22651.39319,19961.78138
19843,5/18/2017 19:10,22.13,62.51,4.922,119.0,113.0,37619.40984,23728.79257,21734.08907
19844,5/18/2017 19:20,21.84,63.38,4.926,91.2,85.3,40401.83607,24568.42105,23990.2834
19845,5/18/2017 19:30,21.63,64.34,4.92,69.74,64.49,43864.13115,26678.63777,25570.20243
19846,5/18/2017 19:40,21.41,65.21,4.92,49.4,44.32,45211.27869,27748.60681,26129.87854
19847,5/18/2017 19:50,21.22,65.68,4.922,33.54,29.01,45777.83607,28105.26316,26403.88664
19848,5/18/2017 20:00,21.06,66.08,4.923,18.97,15.68,46268.85246,28027.24458,26462.18623
19849,5/18/2017 20:10,20.95,66.44,4.918,9.31,7.87,46873.18033,28179.56656,26526.31579
19850,5/18/2017 20:20,20.77,66.91,4.922,3.8,3.165,46785.04918,28149.8452,26473.84615
19851,5/18/2017 20:30,20.61,67.58,4.926,0.969,0.786,46268.85246,28216.71827,26083.23887
19852,5/18/2017 20:40,20.44,67.95,4.924,0.19,0.196,46344.39344,27926.93498,26129.87854
